TimeStamp;NodeID;NodeCount;Schema;SF;WorkerCount;Item name;CPU ns;USER ns;BLOCKED#;BLOCKED ns;WAITED#;WAITED ns;SUMM all times;Running %;Running total%
1387106473919;1;1;item;5000.0;1;ALL#worker#0;1541900000000;1389480000000;0;0;4;3000000;1541903000000;100.0;99.581
1387106473919;1;1;item;5000.0;1;All#PausedThread;0;0;0;0;0;0;0;0.0;1.0
1387106473919;1;1;item;5000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1387106473919;1;1;item;5000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1387106473919;1;1;item;5000.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;1541900000000;1389480000000;0;0;4;3000000;1541903000000;100.0;99.581
1387108750835;1;1;item;134.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1387108750835;1;1;item;134.0;1;ALL#worker#0;41780000000;37840000000;0;0;4;3209000000;44989000000;92.867;88.027
1387108750835;1;1;item;134.0;1;All#PausedThread;3200000000;0;0;0;0;0;3200000000;100.0;7.666
1387108750835;1;1;item;134.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1387108750835;1;1;item;134.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1387108750835;1;1;item;134.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;41780000000;37840000000;0;0;4;3209000000;44989000000;92.867;88.027
1387108858805;1;1;item;150.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1387108858805;1;1;item;150.0;1;ALL#worker#0;45970000000;41290000000;0;0;4;103000000;46073000000;99.776;99.117
1387108858805;1;1;item;150.0;1;All#PausedThread;90000000;0;0;0;0;0;90000000;100.0;1.192
1387108858805;1;1;item;150.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1387108858805;1;1;item;150.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1387108858805;1;1;item;150.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;45970000000;41290000000;0;0;4;103000000;46073000000;99.776;99.117
1387109701827;1;1;item;1500.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1387109701827;1;1;item;1500.0;1;ALL#worker#0;461860000000;415910000000;0;0;4;112000000;461972000000;99.976;99.55
1387109701827;1;1;item;1500.0;1;All#PausedThread;100000000;0;0;0;0;0;100000000;100.0;1.021
1387109701827;1;1;item;1500.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1387109701827;1;1;item;1500.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1387109701827;1;1;item;1500.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;461860000000;415910000000;0;0;4;112000000;461972000000;99.976;99.55
1387115541094;1;1;item;15000.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1387115541094;1;1;item;15000.0;1;ALL#worker#0;4817670000000;4300390000000;0;0;4;336000000;4818006000000;99.993;98.477
1387115541094;1;1;item;15000.0;1;All#PausedThread;280000000;0;0;0;0;0;280000000;100.0;1.006
1387115541094;1;1;item;15000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1387115541094;1;1;item;15000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1387115541094;1;1;item;15000.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;4817670000000;4300390000000;0;0;4;336000000;4818006000000;99.993;98.477
1387251498900;1;1;item;1500.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1387251498900;1;1;item;1500.0;1;ALL#worker#0;474770000000;429390000000;0;0;4;3000000;474773000000;99.999;98.444
1387251498900;1;1;item;1500.0;1;All#PausedThread;0;0;0;0;0;0;0;0.0;1.0
1387251498900;1;1;item;1500.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1387251498900;1;1;item;1500.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1387251498900;1;1;item;1500.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;474770000000;429390000000;0;0;4;3000000;474773000000;99.999;98.444
1387280722386;1;1;item;70000.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1387280722386;1;1;item;70000.0;1;ALL#worker#0;23331710000000;20806590000000;1;3000000;4;284000000;23331997000000;99.999;97.424
1387280722386;1;1;item;70000.0;1;All#PausedThread;0;0;0;0;0;0;0;0.0;1.0
1387280722386;1;1;item;70000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1387280722386;1;1;item;70000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1387280722386;1;1;item;70000.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;23331710000000;20806590000000;1;3000000;4;284000000;23331997000000;99.999;97.424
1392187539989;1;1;item;1000.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1392187539989;1;1;item;1000.0;1;ALL#worker#0;315120000000;284490000000;0;0;4;3000000;315123000000;99.999;97.675
1392187539989;1;1;item;1000.0;1;All#PausedThread;0;0;0;0;0;0;0;0.0;1.0
1392187539989;1;1;item;1000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1392187539989;1;1;item;1000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1392187539989;1;1;item;1000.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;315120000000;284490000000;0;0;4;3000000;315123000000;99.999;97.675
1392256324915;1;1;item;1000.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1392256324915;1;1;item;1000.0;1;ALL#worker#0;445200000000;382190000000;0;0;2;1000000;445201000000;100.0;79.148
1392256324915;1;1;item;1000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#Personal_resume;0;0;0;0;0;0;0;0.0;1.0
1392256324915;1;1;item;1000.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;445200000000;382190000000;0;0;2;1000000;445201000000;100.0;79.148
1392688372915;1;1;item;1000.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1392688372915;1;1;item;1000.0;1;ALL#worker#0;300570000000;253720000000;0;0;2;1000000;300571000000;100.0;78.347
1392688372915;1;1;item;1000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#Personal_resume;0;0;0;0;0;0;0;0.0;1.0
1392688372915;1;1;item;1000.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;300570000000;253720000000;0;0;2;1000000;300571000000;100.0;78.347
1398134626110;1;1;item;200.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1398134626110;1;1;item;200.0;1;ALL#worker#0;63440000000;56990000000;0;0;4;2000000;63442000000;99.997;94.818
1398134626110;1;1;item;200.0;1;All#PausedThread;0;0;0;0;0;0;0;0.0;1.0
1398134626110;1;1;item;200.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1398134626110;1;1;item;200.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1398134626110;1;1;item;200.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;63440000000;56990000000;0;0;4;2000000;63442000000;99.997;94.818
1413365073584;1;1;item;140.0;1;ALL#SCHEDULERS;3030066;0;0;0;0;0;3030066;100.0;1.007
1413365073584;1;1;item;140.0;1;ALL#worker#0;44773540552;40660000000;0;0;4;2000000;44775540552;99.996;99.127
1413365073584;1;1;item;140.0;1;All#PausedThread;1112883;0;0;0;0;0;1112883;100.0;1.002
1413365073584;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;2036001;0;0;0;0;0;2036001;100.0;1.004
1413365073584;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;69918;0;0;0;0;0;69918;99.999;1.0
1413365073584;1;1;item;140.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;44773452599;40660000000;0;0;4;2000000;44775452599;99.996;99.127
1432799592365;1;1;item;140.0;1;ALL#SCHEDULERS;5999244;0;0;0;0;0;5999244;100.0;1.011
1432799592365;1;1;item;140.0;1;ALL#worker#0;49857469264;37490000000;0;0;4;1799000000;51656469264;96.517;93.974
1432799592365;1;1;item;140.0;1;All#PausedThread;103969856;0;0;0;0;0;103969856;100.0;1.194
1432799592365;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;4293045;0;0;0;0;0;4293045;100.0;1.008
1432799592365;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;302498;0;0;0;0;0;302498;100.0;1.001
1432799592365;1;1;item;140.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;49857233478;37490000000;0;0;4;1799000000;51656233478;96.517;93.974
1432799699098;1;1;item;140.0;1;ALL#SCHEDULERS;5668387;0;0;0;0;0;5668387;100.0;1.011
1432799699098;1;1;item;140.0;1;ALL#worker#0;50237504002;37590000000;0;0;4;1072000000;51309504002;97.911;95.034
1432799699098;1;1;item;140.0;1;All#PausedThread;88700723;0;0;0;0;0;88700723;100.0;1.166
1432799699098;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;3826560;0;0;0;0;0;3826560;100.0;1.007
1432799699098;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;304459;0;0;0;0;0;304459;100.0;1.001
1432799699098;1;1;item;140.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;50237329870;37590000000;0;0;4;1072000000;51309329870;97.911;95.033
1432800021344;1;1;item;140.0;1;ALL#SCHEDULERS;5136958;0;0;0;0;0;5136958;100.0;1.01
1432800021344;1;1;item;140.0;1;ALL#worker#0;50026528442;37470000000;0;0;4;575000000;50601528442;98.864;95.972
1432800021344;1;1;item;140.0;1;All#PausedThread;56922433;0;0;0;0;0;56922433;100.0;1.108
1432800021344;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;3519527;0;0;0;0;0;3519527;100.0;1.007
1432800021344;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;296903;0;0;0;0;0;296903;100.0;1.001
1432800021344;1;1;item;140.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;50026321458;37470000000;0;0;4;575000000;50601321458;98.864;95.972
1432865959072;1;1;item;140.0;1;ALL#SCHEDULERS;5389742;0;0;0;0;0;5389742;100.0;1.01
1432865959072;1;1;item;140.0;1;ALL#worker#0;49464067337;37100000000;0;0;4;1021000000;50485067337;97.978;94.992
1432865959072;1;1;item;140.0;1;All#PausedThread;61792828;0;0;0;0;0;61792828;100.0;1.117
1432865959072;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;3753928;0;0;0;0;0;3753928;100.0;1.007
1432865959072;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;362601;0;0;0;0;0;362601;100.0;1.001
1432865959072;1;1;item;140.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;49463848304;37100000000;0;0;4;1021000000;50484848304;97.978;94.991
1556158645040;1;1;item;140.0;1;ALL#SCHEDULERS;7017289;0;0;0;0;0;7017289;100.0;1.018
1556158645040;1;1;item;140.0;1;ALL#worker#0;36027939904;32420000000;0;0;4;53000000;36080939904;99.853;95.691
1556158645040;1;1;item;140.0;1;All#PausedThread;52016706;0;0;0;0;0;52016706;100.0;1.137
1556158645040;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;5590432;0;0;0;0;0;5590432;100.0;1.015
1556158645040;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;189011;0;0;0;0;0;189011;99.999;1.0
1556158645040;1;1;item;140.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;36027866399;32420000000;0;0;4;53000000;36080866399;99.853;95.691
