200	594
29	146
326	338
96	135
234	547
145	34
553	172
8	272
2	792
21	266
64	951
16	262
642	960
580	712
51	218
658	834
512	900
304	693
99	112
0	7
460	96
132	768
256	262
130	26
19	387
52	55
5	233
48	460
396	72
138	615
648	273
273	786
313	928
84	48
412	556
268	3
458	324
288	4
355	382
66	54
120	1
16	41
264	451
129	130
19	584
116	907
42	46
534	782
937	830
213	128
88	547
68	332
32	588
581	368
247	306
544	550
528	640
227	1004
39	896
184	162
164	726
28	832
945	453
11	56
49	68
355	82
72	276
560	560
239	531
129	806
788	497
512	170
773	778
276	144
790	178
805	265
165	33
512	128
305	393
478	923
274	16
369	922
569	403
171	742
401	925
476	122
132	826
280	556
64	150
246	778
335	856
4	337
66	628
41	436
196	922
106	913
125	804
78	3
212	489
44	688
25	922
39	949
339	640
91	711
367	843
7	144
933	472
0	716
323	336
424	649
616	1004
438	889
640	521
98	98
290	688
115	163
304	822
645	876
2	52
664	305
808	697
12	774
370	64
816	578
48	119
564	150
977	844
602	268
564	260
3	590
355	554
744	32
290	960
17	485
896	385
803	448
19	44
203	580
772	320
116	19
594	466
116	96
30	921
88	666
128	523
879	608
18	275
25	362
264	155
192	355
541	532
64	613
768	803
4	946
833	229
228	42
544	135
123	201
538	662
932	996
14	69
531	745
608	897
184	141
65	410
643	985
364	862
42	246
273	448
273	962
760	406
320	968
8	603
384	884
1	960
37	155
268	688
296	270
306	395
1	676
104	59
256	545
210	367
81	114
6	13
128	158
120	422
928	848
521	70
172	148
526	548
877	20
665	913
19	25
906	256
579	304
770	834
917	827
552	464
62	513
608	97
4	17
1013	65
384	49
772	803
803	2
527	713
547	152
376	321
323	194
106	78
515	589
134	212
633	328
14	857
668	267
388	514
284	999
196	138
221	613
745	24
851	207
523	804
544	264
681	657
560	148
643	643
394	640
176	201
514	703
978	355
906	29
4	716
19	217
0	9
282	96
34	18
538	396
106	736
96	792
486	112
33	208
486	495
400	225
157	592
488	70
161	311
580	6
689	129
681	196
8	164
88	815
686	936
152	625
897	0
393	236
388	809
38	683
361	98
2	568
781	85
388	288
154	387
512	330
354	271
332	148
162	905
161	763
645	674
529	102
681	356
388	560
61	67
420	20
802	834
466	512
356	164
408	782
146	331
152	153
185	304
992	354
800	10
36	70
896	618
331	529
282	936
136	139
64	488
174	4
908	188
84	258
287	372
528	19
908	704
12	332
250	328
608	195
524	597
354	852
529	925
72	190
24	289
388	618
580	972
388	536
624	715
195	901
517	710
84	434
308	67
288	392
514	370
856	964
833	337
64	16
20	584
66	834
200	329
116	376
704	771
513	878
588	418
340	68
9	455
68	530
260	617
177	583
745	711
85	726
421	188
408	409
291	194
385	330
74	113
70	40
193	522
961	84
517	688
69	737
50	588
585	187
421	128
464	70
263	666
387	271
961	8
590	528
4	351
285	188
404	580
676	37
100	664
195	264
374	917
184	46
69	232
72	772
564	70
75	864
0	66
116	456
492	33
258	718
913	215
70	415
512	576
679	548
66	17
260	780
34	35
517	420
889	153
65	66
133	414
656	682
590	61
360	343
23	424
11	680
42	594
806	22
306	932
257	912
513	804
234	64
25	239
456	223
352	192
256	632
289	374
36	117
528	68
880	167
589	80
40	532
204	405
474	362
16	56
422	666
148	912
256	154
913	226
386	285
9	923
5	872
56	676
769	545
16	651
256	390
660	21
90	133
209	366
40	484
449	594
434	416
584	708
26	352
247	682
704	248
651	753
848	916
32	44
288	17
737	202
952	506
13	414
0	485
100	645
139	10
4	585
964	835
214	292
579	258
201	870
284	151
784	94
179	325
616	802
276	106
646	390
477	221
76	148
415	346
320	46
803	777
148	0
850	182
909	689
556	228
16	37
625	322
13	327
527	606
2	148
832	337
23	535
289	524
178	411
136	125
644	291
74	983
192	736
789	324
4	762
40	401
577	365
662	276
274	796
113	836
666	858
560	393
651	837
42	948
170	886
2	337
0	516
50	356
88	232
262	135
50	293
964	773
346	320
697	557
373	885
0	6
924	405
484	664
544	258
39	248
544	528
770	525
740	174
377	106
68	74
837	318
768	284
245	541
263	231
266	1003
259	53
724	154
0	945
332	783
0	307
360	144
38	260
257	5
258	968
30	25
257	529
711	173
48	414
448	38
103	330
910	93
152	82
797	322
256	690
28	23
605	452
872	737
73	340
130	109
198	88
229	913
605	24
576	172
312	342
392	277
110	774
801	27
19	276
956	548
609	280
898	331
148	96
198	193
7	778
836	326
416	162
9	419
57	657
610	277
749	468
164	361
21	775
19	387
40	963
32	274
12	131
856	341
51	712
628	280
0	369
660	132
446	761
976	708
46	289
18	784
259	633
1	234
253	792
182	12
418	234
36	594
495	905
133	269
2	516
157	600
64	264
660	387
532	210
514	416
317	658
65	897
35	326
2	357
515	84
849	274
769	244
840	9
166	346
662	920
40	43
363	437
351	565
314	771
76	338
336	512
156	260
543	568
658	479
172	798
80	460
293	620
731	60
996	790
304	531
898	473
260	13
560	37
515	140
289	48
336	289
472	670
713	826
115	888
256	164
144	73
71	262
560	299
320	89
673	298
845	676
57	1005
224	64
554	592
640	519
66	710
37	116
267	384
961	577
0	352
0	514
24	495
76	817
876	961
129	591
128	275
656	467
789	887
372	860
826	641
480	64
40	207
83	544
596	566
931	141
642	451
380	138
610	196
768	1
69	41
743	236
274	812
456	576
40	544
310	520
459	610
66	163
308	398
3	736
122	107
807	224
314	68
904	709
966	156
321	78
41	348
228	251
404	333
280	770
677	64
693	70
553	528
68	397
569	198
76	73
384	818
438	964
833	48
66	300
380	380
522	298
833	353
529	696
909	521
706	259
3	770
360	400
393	881
64	48
79	48
25	23
384	738
152	6
263	292
324	34
358	224
105	230
2	35
275	821
642	674
136	896
124	774
774	210
400	514
613	131
360	480
149	261
93	704
388	169
142	2
145	605
133	792
72	765
99	648
16	276
988	465
608	120
388	976
900	56
780	329
258	129
762	86
832	162
189	357
484	257
8	46
629	17
280	288
36	393
143	0
517	521
147	463
292	772
518	448
262	329
836	642
341	20
174	66
431	850
702	22
200	774
131	128
700	297
444	768
784	899
544	596
523	244
158	48
865	770
564	963
775	332
944	1004
573	433
402	22
36	837
648	424
648	365
1000	86
128	129
454	519
56	786
269	44
586	807
518	595
303	184
3	592
189	565
314	817
560	736
128	514
434	46
519	277
519	249
825	556
425	696
76	665
784	434
553	354
157	320
64	940
434	129
577	194
526	209
265	645
64	168
74	758
654	402
630	873
1	443
609	49
8	88
642	615
74	398
216	966
201	141
49	536
136	355
622	519
931	68
609	457
185	708
553	74
55	135
226	842
131	108
700	828
547	266
205	503
356	340
17	344
820	526
528	939
937	212
112	292
40	116
67	837
329	320
273	33
512	385
516	584
223	275
145	16
640	890
280	910
519	147
603	204
554	132
584	130
172	663
909	293
581	953
386	611
257	112
64	562
26	281
768	134
324	514
148	610
780	198
561	758
16	284
299	914
146	433
136	377
256	809
135	300
290	59
528	865
298	685
16	573
280	785
549	932
525	204
546	576
586	111
515	396
509	848
16	585
512	15
784	804
112	1023
226	103
670	424
833	769
128	6
596	276
290	530
272	645
165	617
215	326
585	128
89	154
540	582
676	50
632	295
264	39
140	656
514	276
410	91
554	693
212	457
249	32
769	148
537	49
849	192
372	192
652	792
22	291
67	540
256	134
17	40
648	70
9	111
17	740
706	61
664	222
432	532
188	13
512	810
128	615
817	647
521	280
546	137
136	223
98	289
848	583
452	69
142	178
180	595
545	308
97	241
423	107
154	897
80	302
8	203
33	817
608	744
657	586
437	216
265	113
15	140
574	18
579	66
801	329
517	517
81	419
5	29
65	139
130	377
257	559
0	906
222	564
796	150
364	278
384	920
73	89
406	930
0	523
162	45
181	162
595	19
806	161
202	704
80	786
66	624
27	184
140	384
9	131
34	36
24	644
532	899
0	836
720	161
128	975
392	231
13	64
74	171
536	961
835	514
94	680
301	6
6	853
272	675
434	966
425	932
648	45
884	960
833	130
62	583
816	273
938	336
934	101
246	60
807	341
91	960
454	966
973	912
534	505
122	261
737	234
97	1009
548	536
357	294
27	531
24	562
369	520
619	800
516	378
29	322
72	29
619	850
140	701
552	545
997	166
133	207
270	139
854	904
912	684
282	289
161	114
512	824
57	592
642	1000
707	302
232	781
179	817
33	670
309	302
96	860
149	234
144	122
666	517
808	274
264	735
152	170
47	392
589	268
138	110
961	364
675	587
8	644
72	932
676	145
248	227
784	201
513	610
880	283
113	9
340	110
513	112
352	573
563	517
803	142
261	796
689	329
425	792
665	146
256	260
147	911
257	269
449	905
257	332
176	235
304	420
696	260
6	65
75	897
202	456
83	514
611	578
643	752
70	812
713	193
609	89
262	588
86	514
593	554
122	164
52	16
77	544
241	533
652	118
368	2
92	792
531	792
215	111
394	164
43	600
136	512
696	690
156	670
523	167
594	640
288	146
32	208
80	604
288	364
685	448
200	966
846	9
290	736
458	880
454	690
992	890
520	296
236	582
8	24
256	670
867	594
74	693
712	280
216	540
69	361
869	84
259	582
15	16
705	286
449	60
65	191
130	896
529	518
681	656
118	98
324	693
20	281
622	23
558	71
289	579
64	729
318	680
483	66
532	398
114	20
65	801
342	747
194	12
186	966
482	102
874	991
59	535
800	618
640	775
11	528
77	17
3	777
522	52
896	543
260	391
568	384
102	279
174	320
145	595
164	256
297	346
936	546
4	387
599	306
5	790
9	897
648	278
784	682
928	142
847	577
136	153
836	666
320	640
176	258
194	88
74	835
116	1
512	770
944	48
192	720
309	74
114	872
912	516
9	93
199	26
213	320
556	517
516	69
20	426
47	933
96	136
200	52
217	261
768	320
152	208
488	616
708	799
490	136
8	451
326	139
284	212
680	960
516	123
640	203
376	508
778	114
342	274
73	122
627	97
158	864
125	273
2	321
586	484
331	384
320	66
24	145
